label,english,german_hand_translated,german_google_translate,imageability,unexpectedness_avg_glove,unexpectedness_min_glove,unexpectedness_avg_word2vec,unexpectedness_min_word2vec,polarity_senti_ws,polarity_text_blob,subjectivity_text_blob,vader_positive,vader_neutral,vader_negative,vader_compound
0,He gave a self-deprecating shrug.,Er zuckte selbstironisch mit den Achseln,Er gab einen selbstironischen Achselzucken.,1.8066,0.5898090170803387,0.5742872774790383,0.2711376386626442,0.22638437923375365,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,He is so much more than a comedian.,Er ist so viel mehr als ein Komiker,Er ist so viel mehr als ein Komiker.,2.686125,0.5725090425381617,0.4283200996530792,0.27537711942229065,0.13040888694613112,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,We were pelted with rotten tomatoes.,Wir wurden mit faulen Tomaten beworfen,Wir waren mit faulen Tomaten ausgestoßen.,1.577,0.19972775604449827,0.06177076654516774,0.25126161968499594,0.029268169122436582,-0.005833333333333334,0.0,0.0,0.0,0.667,0.333,-0.3612
0,Mind you don't tread in that puddle.,"Pass auf, dass du nicht in diese Pfütze steigst","Denken Sie daran, Sie treten nicht in dieser Pfütze.",1.297,0.5163385988111161,0.28738087880960256,0.28718099821423654,0.09367442733520463,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,We've branded our cattle.,Wir haben unsere Rinder gebrandmarkt,Wir haben unser Vieh gebrandmarkt.,2.1957999999999998,0.378156010003156,0.2232841312805577,0.31247753511367127,0.18745110173468213,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,She has an earthy sense of humour.,Sie hat einen derben Humor,Sie hat einen erdigen Sinn für Humor.,1.4937142857142856,0.33338119535753113,-0.04074342890030126,0.2816657672946222,0.1260711271630374,0.0,0.0,0.0,0.533,0.467,0.0,0.6908
0,She just goes to pieces in exams.,Während einer Prüfung bricht sie zusammen,Sie geht nur in Prüfungen in Stücke.,1.7367142857142857,0.4642986137322605,0.17151019992870123,0.31547451324252174,0.15291812160205218,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,She bit the thread in two.,Sie hat den Faden durchgebissen,Sie biss den Faden in zwei Teile.,2.823,0.32202270593665855,0.10243462642493671,0.2449966054877497,0.15447679648726056,-0.0006857142857142857,0.0,0.0,0.0,0.732,0.268,-0.296
0,My new hat was squished under his hips.,Mein neuer Hut wurde unter seiner Hüfte zusammengedrückt ,Mein neuer Hut wurde unter seine Hüften gequetscht.,2.382,0.2825574117739626,-0.03575783555340769,0.19536355503696437,0.004764031487404562,0.0005,0.0,0.0,0.293,0.707,0.0,0.4404
0,He is punctual to a proverb.,Er ist bekannt für seine Pünktlichkeit,Er ist pünktlich zu einem Sprichwort.,1.5401666666666667,0.38641178703119494,0.08196217755062397,0.18221557317567985,0.1043611651880949,0.0,1.0,0.0,0.367,0.633,0.0,0.4404
0,She's merely a child.,Sie ist nur ein Kind,Sie ist nur ein Kind.,1.6957999999999998,0.5965597873118169,0.4959936154537269,0.24233710962143898,0.10491169671897879,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,Sophie is a glutton for books.,Sophie ist ein Nimmersatt wenn es um Bücher geht,Sophie ist eine Vielfraß für Bücher.,2.562666666666667,0.2407197141136376,-0.041322630711910946,0.19627260938831917,0.12690518344175283,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,How can you watch that drivel on TV?,Wie kannst du dir dieses Geschwätz im Fernsehen ansehen?,Wie können Sie diesen Trottel im Fernsehen sehen?,2.5004999999999997,0.3769012733568501,0.019226406406075418,0.24038721598540555,0.06228912574675715,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,History is one of his blind spots.,Geschichte ist eine seiner Schwachstellen,Die Geschichte ist einer seiner blinden Flecken.,1.278857142857143,0.4498166991061389,0.13891886014321475,0.23810943989518507,0.09364616549922587,-0.02825714285714286,-1.0,0.0,0.0,0.706,0.294,-0.3612
0,I ain't got my yellow card on me.,Ich habe meine gelbe Karte nicht mit,Ich habe meine gelbe Karte nicht auf mich.,2.824625,0.35926437579139037,0.1444793542975078,0.22917235775132735,0.05013469467736966,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,Think twice before you do it.,Überlege es dir gut bevor du es machst,"Überlegen Sie zweimal, bevor Sie es tun.",0.9748571428571429,0.5261834616364153,0.22417041203592344,0.49136122365556556,0.32735796269581563,0.0,0.7,0.0,0.221,0.779,0.0,0.1779
0,The row went on and on.,Die Schlange ging weiter und weiter,Die Reihe ging weiter und weiter.,2.2115,0.5247717534938542,0.4124227785596965,0.2956825327044514,0.12232421672455224,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,I confess to a little bait and switch.,"Ich gebe zu, dass es sich um einen kleinen Schwindel handelt",Ich gestehe einen kleinen Köder und Schalter.,1.4567142857142856,0.20016801849316024,-0.12434848112074623,0.22980937319717207,-0.024467831425697244,-0.03878571428571429,0.0,0.0,0.0,0.811,0.189,-0.1027
0,Don't distract me while I'm driving!,Lenk mich nicht ab während ich fahre!,"Lenu mich nicht ab, während ich fahre!",0.7034285714285715,0.2384050185186702,-0.27852011612040417,0.4849741338922189,0.2977825953267613,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,Stop laying a guilt trip on me .,Hör auf mir Schuldgefühle zu verpassen,"Hör auf, eine Schuldreise auf mich zu legen.",1.6516250000000001,0.3373116518185656,0.16008685029589378,0.10945858064214374,0.02591845642105241,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,Let's drink to the bride and groom.,Lasst uns auf das Brautpaar anstoßen,Lassen Sie uns in Braut und Bräutigam trinken.,2.790625,0.36287436369770926,0.18315433876616252,0.24499698562322006,0.06991196785894802,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,Who's going to carve the turkey?,Wer wird den Truthahn tranchieren?,Wer wird den Truthahn schnitzen?,2.2504,0.23450503117397256,-0.008692387190855806,0.2568730207526305,0.10976200619599837,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,That's a load of baloney.,Das ist völliger Quatsch,Das ist eine Ladung Baloney.,2.8899999999999997,0.39911977270003596,0.20917086028490348,0.19537291558712322,0.08412441213621455,0.0,0.0,0.0,0.0,1.0,0.0,0.0
